auction_id,"Seller ID","Seller Name","Seller DBA","Seller Address","Seller City","Seller State","Seller Zip","Seller Contact","Seller Phone","Buyer ID","Buyer Name","Buyer DBA","Buyer Address","Buyer City","Buyer State","Buyer Zip","Buyer Contact","Buyer Phone","Price Charged to Customer",VIN,"Vehicle Year","Vehicle Make","Vehicle Model","Vehicle Trim","Vehicle Class","Green Light","Payment Status","Pickup Slip Released","Does not Run","Starts and Dies","Fails to Move Forward or Reverse","Transmission Problem","4WD/Drivetrain Problem"
362655,19546,"hyundai of wichita",,"757 n tyler rd",Wichita,KS,67212,"SPENCER CUSICK",3164408431,16363,"Joe-K Used Cars",,"6741 Manchester Ave","Saint Louis",MO,63139,"Jason Pool",314-280-8920,600.0,5NPEB4ACXBHO35263,2011,Hyundai,Sonata,GLS,"Mid-Size Car",1.0,pending,0,0,0,0,0,0
362589,1199,"Romeo Chevrolet Buick GMC, LLC",,"1665 Ulster Ave","Lake Katrine",NY,12449,"Joseph Romeo",518-361-2250,8616,"Checker Flag Auto LLC",,"2029 Bristol Pike",Croydon,PA,19021,"Matt Calkap",215-785-2212,300.0,1GTGG25V441224219,2004,GMC,"G2500 Vans",Savana,"Full-Size Van",1.0,pending,0,0,0,0,0,0
361326,17328,"All American Lincoln- Paramus","Lincoln of Paramus","670 NJ 17",Paramus,NJ,07652,"Bryan Strozza",201-262-4900,9274,"Full Throttle","Full Throttle","100 Throop Street",Palmyra,NY,14522,"Floyd Mazzucco",315-226-2132,425.0,2LMDU88C58BJ26044,2008,Lincoln,MKX,,"Large Luxury Crossover/SUV",1.0,approved,1,0,0,0,0,0
362259,20715,"Lewis Automotive of Garden City",,"1903 E HWY 50","Garden City",KS,67846,"William Kerschen",620-275-7171,2726,"Sam's Used Cars, LLC",,"559 Putnam Avenue",Zanesville,OH,43701,"Gary Clark",740-453-0923,1150.0,3GTEK13J48G262654,2008,GMC,"Sierra 1500",SLE,Pickup,1.0,approved,1,0,0,0,0,0
362686,6264,"Mac Motors, Inc.","Hartford Toyota Superstore","135 West Service Road",Hartford,CT,06120,"Rich McAllister Jr.",860-278-5411,9003,"King Richards' Auto Center",,"801 Taunton Ave","East Providence",RI,02914,"Richard Palumbo",401-434-6985,200.0,JF1GE61658H518338,2008,Subaru,Impreza,Base,"Small Car",1.0,pending,0,0,0,0,0,0
362318,427,"Haraden Motorcar Corp.","Mohawk Honda","175 Freemans Bridge Road",Schenectady,NY,12302,"Justin McGrath",518-370-4911,11341,"J & K Auto LLC","Eastmans auto","431 e montpelier rd",Barre,VT,05641,"Peter Tadros",8024764456,275.0,5J6YH28767L000726,2007,Honda,Element,EX,"Small Crossover/SUV",1.0,pending,0,0,0,0,0,0
362674,6264,"Mac Motors, Inc.","Hartford Toyota Superstore","135 West Service Road",Hartford,CT,06120,"Rich McAllister Jr.",860-278-5411,2347,"Oliverio Buick, Inc.",,"1110 Laurel Hill Road","Mc Donald",PA,15057,"Bill Oliverio",412-923-1828,650.0,1G1PG5SB4E7192990,2014,Chevrolet,Cruze,LTZ,"Small Car",1.0,pending,1,0,0,0,0,0
362699,2808,"Jim Curley Buick GMC",,"1399 River Avenue",Lakewood,NJ,08701,"Gary Stromberg",732-363-7400,3361,"Sanchez Motors LLC",,"512 Pennsylvania Ave ",Elizabeth,NJ,07201,"Luis Sanchez",908-469-0988,125.0,1D3HV13T19S775707,2009,Dodge,"Ram 1500",Laramie,Pickup,1.0,pending,0,0,0,0,0,0
362751,1889,"Sun Chevrolet, Inc",,"7542 Lakeport Road",Chittenango,NY,13037,"Peter Detor","315-350-7155 KENNY",10541,"Joseph R. Bucciarelli	","Papa's Auto Sales","7783 Martin Road",Lima,NY,14485,"Joe Buccarelli",,200.0,1GCEK19B16E153640,2006,Chevrolet,"Silverado 1500",LT,Pickup,1.0,pending,0,0,0,0,0,0
362595,17682,"Blevins Ford, Inc.",,"1136 US Highway 11",Gouverneur,NY,13642,"Dan Beachard",315-287-0200,14016,"United Auto Wholesalers, LLC",,"3600 Airline Blvd",Portsmouth,VA,23701,"Adam Cherry",757-499-0006,750.0,1FTNW21F63EA68426,2003,Ford,F250SD,Lariat,Pickup,0.0,pending,0,0,0,0,0,0
362748,1890,"Sun Auto Warehouse of Cortland",,"3870 State Route 281",Cortland,NY,13045,"Peter Detor","315-350-7155 (Kenny)",3169,"YLG Inc.",Autoleader,"6207 Reisterstown Road",Baltimore,MD,21215,"Andre Gelman",443-838-2465,450.0,3VWF17AT9FM646343,2015,Volkswagen,Beetle,Classic,"Small Car",1.0,pending,0,0,0,0,0,0
361950,19646,"Matthews Auto",,"3721 Old Vestal Road",Vestal,NY,13850,"Tom Wegmann",607-765-4386,4437,"Sensible Sales and Leasing",,"9916 Route 60",Fredonia,NY,14063,"Chuck Carlson",716-679-7000,375.0,1FAHP2F86EG100664,2014,Ford,Taurus,Limited,"Full-Size Car",1.0,pending,0,0,0,0,0,0
362754,1889,"Sun Chevrolet, Inc",,"7542 Lakeport Road",Chittenango,NY,13037,"Peter Detor","315-350-7155 KENNY",440,"MIG Auto Sales, Inc.",,"667 Central Ave",Albany,NY,12206,"Grigoriy Mikhelson",518-438-0176,225.0,1C4PJMAK0CW138013,2012,Jeep,Liberty,Sport,"Small Crossover/SUV",1.0,pending,0,0,0,0,0,0
362758,1889,"Sun Chevrolet, Inc",,"7542 Lakeport Road",Chittenango,NY,13037,"Peter Detor","315-350-7155 KENNY",440,"MIG Auto Sales, Inc.",,"667 Central Ave",Albany,NY,12206,"Grigoriy Mikhelson",518-438-0176,225.0,5NMSG13D47H102534,2007,Hyundai,"Santa Fe",GLS,"Small Crossover/SUV",1.0,pending,0,0,0,0,0,0
362449,6313,"Nissan of Webster, LLC","Vision Nissan","785 Ridge Road",Webster,NY,14580,"Alan Antinarelli",585-787-2000,12003,"Carlotta Car Sales- Kingston, Inc.",,"303 Wyoming Ave",Kingston,PA,18704,"Charles Pompey",570-885-0656,375.0,KMHHM66DX8U287366,2008,Hyundai,Tiburon,GS,"Sporty Car",1.0,pending,0,0,0,0,0,0
361343,5642,"Subaru of Staunton LLC","Valley Subaru","296 Lee Jackson HWY",Staunton,VA,24401,"Chris Huffman",540-213-9640,17543,"Shirlie Slack Mitsubishi",,"3475 Jeff Davis Highway",Fredericksburg,VA,22408,"Timothy McCarthy",703-431-7749,200.0,JM3ER293380180131,2008,Mazda,CX-7,,"Small Crossover/SUV",1.0,pending,0,0,0,0,0,0
362746,2808,"Jim Curley Buick GMC",,"1399 River Avenue",Lakewood,NJ,08701,"Gary Stromberg",732-363-7400,9003,"King Richards' Auto Center",,"801 Taunton Ave","East Providence",RI,02914,"Richard Palumbo",401-434-6985,400.0,1GKLRMED0AJ161065,2010,GMC,Acadia,SLT,"Large Crossover/SUV",1.0,pending,0,0,0,0,0,0
362784,10783,"Ed Koehn Ford Wayland, Inc.",,"1159 West Superior St",Wayland,MI,49348,"Jerry Connor",269-792-2205,4344,"Craig's Auto & R.V. Inc","Northpointe Motors, Inc.","3650 N. US 31 S.","Traverse City",MI,49684,"Dennis Craig",2316204967,275.0,1FMCU9E75CKB70001,2012,Ford,Escape,Limited,"Small Crossover/SUV",1.0,pending,1,0,0,0,0,0
362770,361,"Marchese Ford, Inc",,"14666 Route 22","New Lebanon",NY,12125,"Joseph A Marchese Jr",518-766-5000,4180,"Discount Auto Sales",,"48 4th  Street",Passaic,NJ,07055,"Mehmet Arvasi",973-928-4848,275.0,1FTWX3BY1AEA37928,2010,Ford,F350SD,Lariat,Pickup,0.0,pending,0,0,0,0,0,0
361712,16719,"Sames Bastrop CDJ, Inc.",,"1586 State Highway 71 West","Cedar Creek",TX,78612,"Robbie Robbins",512-772-2227,14291,"Atlas Group, Inc.","Elite Auto Mall","5703 San Pedro Ave","San Antonio",TX,78212,"Armia Mazaheri",210-734-9000,175.0,1FTYR14U04PB60601,2004,Ford,Ranger,XLT,Pickup,1.0,pending,0,0,0,0,0,0
361938,6675,"Steven Kay Eye A Inc.","Steven Kia","3340 S Main Street",Harrisonburg,VA,22801,"Tanner Johnson",5402770309,4621,"J&k Auto Clinic LLC",,"400 North Nanticoke ave",Endicott,NY,13760,"Ming Zhang",6077481834,500.0,2HGEJ6329YH103820,2000,Honda,Civic,CX,"Small Car",1.0,pending,0,0,0,0,1,0
362430,6256,"Burlington Volkswagen, Inc.","Burlington Volkswagen","4500 Route 130 North",Burlington,NJ,08016,"Melvin Rodriguez",609-534-7993,17168,"Glenside Auto Sales Company Inc",,"20 West Glenside Ave",Glenside,PA,19038,"Benjamin Catanese",215-884-4900,125.0,JM1BL1TG7D1708714,2013,Mazda,Mazda3,i,"Small Car",1.0,approved,1,0,0,0,0,0
361509,5769,"Kody Imports II, LLC","Waldorf Toyota","2600 Crain Highway",Waldorf,MD,20601,"Thomas Kody",301-843-3700,11988,"DJ Enterprises Auto, LLC",,"234 East Crescent Blvd",Collingswood,NJ,08108,"Jaime Guerrero",856-854-7839,300.0,5TEUX42N79Z644301,2009,Toyota,Tacoma,SR5,Pickup,0.0,pending,0,0,0,0,0,0
361819,649,"Robert Basil, Inc","Robert Basil Buick GMC Cadillac","3475 Southwestern Blvd","Orchard Park",NY,14127,"Jeff Buck",716-667-2000,8828,"Extreme Auto Sales",,"36320 Gratiot Ave","Clinton Township",MI,48035,"Dan Skurda",586-477-0658,400.0,3GNFK16358G278824,2008,Chevrolet,Suburban,"1500 LT","Large Crossover/SUV",1.0,pending,0,0,0,0,0,0
362780,3360,"Northtown World Auto Centre, LLC","Northtown Mazda","3920 Sheridan Drive",Buffalo,NY,14226,"Kevin Hahn",716-839-9600,20928,"Quality Automotive Group Inc","Quality Automotive Group","9010 jefferson davis hwy",Richmond,VA,23237,"Hector G Valenzuela",804-447-1754,625.0,JM1GJ1U56F1220835,2015,Mazda,Mazda6,"i Sport","Mid-Size Car",1.0,error,0,0,0,0,0,0
361741,807,"Matthews GM Chevy","Matthews GM Chevy","3721 Old Vestal Road",Vestal,NY,13850,"Jim Breward",607-798-8000,4315,"Brian M. Malchak",,"2272 Ridge Road","Mc Graw",NY,13101,"Brian M. Malchak",315-663-4025,125.0,2BCCZ8112HB541720,1987,Jeep,Wrangler,Base,"Small Crossover/SUV",0.0,pending,0,0,0,0,0,0
361331,1909,"Scoville Meno Chevy GMC",,"8 South Main St",Bainbridge,NY,13733,"Jake Scoville","607-967-2161- ask for ted",18563,"Auttumn's Automotive, LLC",,"27 Maiden Lane",Lisbon,NY,13658,"Anthony Foti",315-323-7156,375.0,2GCEK19J081318444,2008,Chevrolet,"Silverado 1500",W/T,Pickup,0.0,pending,0,0,0,0,0,0
361384,10368,"UAG Fairfield CA, LLC","Audi of Fairfield","435 Commerce Drive",Fairfield,CT,06825,"Chris Topham (Audi of Fairfield)",203-951-6570,5315,"MJ Traders LTD",,"610 River Drive",Garfield,NJ,07026,"Mark Gross",201-803-9784,125.0,JH4DC54896S016943,2006,Acura,RSX,Base,"Sporty Car",1.0,pending,0,0,0,0,0,0
362031,16530,"Ingersoll Auto of Pawling, LLC",,"55 Route 22",Pawling,NY,12564,"Ryan Goldstein",845-878-6900,8713,"Bryon's Auto, LLC",,"172 Kelsey Street",Newington,CT,06111,"Jeremy Lee",860-296-1088,150.0,1G11D5RR3DF105411,2013,Chevrolet,Malibu,Eco,"Mid-Size Car",1.0,pending,0,0,0,0,0,0
362413,6313,"Nissan of Webster, LLC","Vision Nissan","785 Ridge Road",Webster,NY,14580,"Alan Antinarelli",585-787-2000,8713,"Bryon's Auto, LLC",,"172 Kelsey Street",Newington,CT,06111,"Jeremy Lee",860-296-1088,450.0,1N4CL21E08C217509,2008,Nissan,Altima,Hybrid,"Mid-Size Car",1.0,pending,0,0,0,0,0,0
362479,9567,"Vision Nissan Greece",,"4000 West Ridge Rd",Rochester,NY,14626,"Joe Minarik",585-227-3800,8713,"Bryon's Auto, LLC",,"172 Kelsey Street",Newington,CT,06111,"Jeremy Lee",860-296-1088,475.0,3FAHP07129R171557,2009,Ford,Fusion,SE,"Mid-Size Car",1.0,pending,0,0,0,0,0,0
362324,9388,"Romeo Ford of Kingston, LLC",,"128 Route 28",Kingston,NY,12401,"Joseph Romeo",845-338-7800,8660,"Daytona Auto Sales","Daytona Auto Sales","166 Route 46 West","Little Ferry",NJ,07643,"John Velez",201-440-4445,200.0,1FMHK8D82BGA89927,2011,Ford,Explorer,XLT,"Large Crossover/SUV",1.0,pending,0,0,0,0,0,0
362588,5904,"Danbury Auto Partnership","Honda of Danbury","102 Federal Road",Danbury,CT,06810,"Todd Lemay (Honda of Danbury)",203-730-5699,6504,"TD Motor Leasing LLC",,"117 Van Duzer Street","Staten Island",NY,10301,"Eliahow Aflalo",917-375-2084,375.0,JN8AZ18W99W122038,2009,Nissan,Murano,S,"Large Crossover/SUV",1.0,pending,0,0,0,0,0,0
